"GRANT NUMBER","BUDGET ENTITY","HEAD OF ACCOUNT","HEAD DESCRIPTION","HEAD DESCRIPTION ASSAMESE","Major Head","Sub-Major Head","Minor Head","Sub-Minor Head","Detailed Head","Object Head","Voucher Head","Scheme","Area","Voted_Charged","Actuals_2016_17","Budget_Estimates_2017_18","Revised_Estimates_2017_18","Budget_Estimates_2018_19"
"3 - Administration of justice","Judicial Department (D)","2014-00-114-0168-000-01-07-EE-KN-V","Administration of Justice$NULL$Legal Advisers and Counsels$Government Pleader$NULL$Salaries$House Rent Allowance","ন্যায় প্ৰশাসন$NULL$আাইন উপদেষ্টা আাৰু পৰামৰ্শ দাতা$NULL$NULL$দৰমহা$ঘৰ ভাড়া ভাত্তা","Administration of Justice","NULL","Legal Advisers and Counsels","Government Pleader","NULL","Salaries","House Rent Allowance","Establishmet Expenditure","Karbi Anglong Non-entrusted","Voted",0,0.55,0.55,0.6
"3 - Administration of justice","Judicial Department (D)","2014-00-114-0168-000-01-08-EE-KN-V","Administration of Justice$NULL$Legal Advisers and Counsels$Government Pleader$NULL$Salaries$Medical Reimbursement","ন্যায় প্ৰশাসন$NULL$আাইন উপদেষ্টা আাৰু পৰামৰ্শ দাতা$NULL$NULL$দৰমহা$চিকিৎসাজনিত ব্যয় পৰিশোধ","Administration of Justice","NULL","Legal Advisers and Counsels","Government Pleader","NULL","Salaries","Medical Reimbursement","Establishmet Expenditure","Karbi Anglong Non-entrusted","Voted",0,0.2,0.2,0.2
"3 - Administration of justice","Judicial Department (D)","2014-00-114-0168-000-01-16-EE-KN-V","Administration of Justice$NULL$Legal Advisers and Counsels$Government Pleader$NULL$Salaries$Fixed Pay","ন্যায় প্ৰশাসন$NULL$আাইন উপদেষ্টা আাৰু পৰামৰ্শ দাতা$NULL$NULL$দৰমহা$নিৰ্দ্ধাৰিত দৰমহা","Administration of Justice","NULL","Legal Advisers and Counsels","Government Pleader","NULL","Salaries","Fixed Pay","Establishmet Expenditure","Karbi Anglong Non-entrusted","Voted",0,2,2,2.2
"3 - Administration of justice","Judicial Department (D)","2014-00-114-0168-000-03-00-EE-KN-V","Administration of Justice$NULL$Legal Advisers and Counsels$Government Pleader$NULL$Travel Expenses$NULL","ন্যায় প্ৰশাসন$NULL$আাইন উপদেষ্টা আাৰু পৰামৰ্শ দাতা$NULL$NULL$ ভ্ৰমণ খৰচ$NULL","Administration of Justice","NULL","Legal Advisers and Counsels","Government Pleader","NULL","Travel Expenses","NULL","Establishmet Expenditure","Karbi Anglong Non-entrusted","Voted",0,1.5,1.5,0
"3 - Administration of justice","Judicial Department (D)","2014-00-114-0168-000-04-99-EE-KN-V","Administration of Justice$NULL$Legal Advisers and Counsels$Government Pleader$NULL$Office Expenses$Others","ন্যায় প্ৰশাসন$NULL$আাইন উপদেষ্টা আাৰু পৰামৰ্শ দাতা$NULL$NULL$কাৰ্য্যালয় ব্যয়$অন্যান্য","Administration of Justice","NULL","Legal Advisers and Counsels","Government Pleader","NULL","Office Expenses","Others","Establishmet Expenditure","Karbi Anglong Non-entrusted","Voted",0,1.2,1.2,1.2
"3 - Administration of justice","Judicial Department (D)","2014-00-114-0219-000-01-01-EE-KN-V","Administration of Justice$NULL$Legal Advisers and Counsels$Public  Prosecutor.$NULL$Salaries$Pay","ন্যায় প্ৰশাসন$NULL$আাইন উপদেষ্টা আাৰু পৰামৰ্শ দাতা$NULL$NULL$দৰমহা$দৰমহা","Administration of Justice","NULL","Legal Advisers and Counsels","Public  Prosecutor.","NULL","Salaries","Pay","Establishmet Expenditure","Karbi Anglong Non-entrusted","Voted",1.38,6,6,13.5
"3 - Administration of justice","Judicial Department (D)","2014-00-114-0219-000-01-02-EE-KN-V","Administration of Justice$NULL$Legal Advisers and Counsels$Public  Prosecutor.$NULL$Salaries$Dearness Allowance","ন্যায় প্ৰশাসন$NULL$আাইন উপদেষ্টা আাৰু পৰামৰ্শ দাতা$NULL$NULL$দৰমহা$মৰগীয়া বানচ","Administration of Justice","NULL","Legal Advisers and Counsels","Public  Prosecutor.","NULL","Salaries","Dearness Allowance","Establishmet Expenditure","Karbi Anglong Non-entrusted","Voted",0,7.86,7.86,1.5
"3 - Administration of justice","Judicial Department (D)","2014-00-114-0219-000-01-05-EE-KN-V","Administration of Justice$NULL$Legal Advisers and Counsels$Public  Prosecutor.$NULL$Salaries$Leave Travel Concession","ন্যায় প্ৰশাসন$NULL$আাইন উপদেষ্টা আাৰু পৰামৰ্শ দাতা$NULL$NULL$দৰমহা$ছুটী কালীন ভ্ৰমণ ৰেহাই","Administration of Justice","NULL","Legal Advisers and Counsels","Public  Prosecutor.","NULL","Salaries","Leave Travel Concession","Establishmet Expenditure","Karbi Anglong Non-entrusted","Voted",0,0.1,0.1,0.1
"3 - Administration of justice","Judicial Department (D)","2014-00-114-0219-000-01-06-EE-KN-V","Administration of Justice$NULL$Legal Advisers and Counsels$Public  Prosecutor.$NULL$Salaries$Medical Allowance","ন্যায় প্ৰশাসন$NULL$আাইন উপদেষ্টা আাৰু পৰামৰ্শ দাতা$NULL$NULL$দৰমহা$চিকিৎসা ভাত্তা","Administration of Justice","NULL","Legal Advisers and Counsels","Public  Prosecutor.","NULL","Salaries","Medical Allowance","Establishmet Expenditure","Karbi Anglong Non-entrusted","Voted",0,0.3,0.3,0.3
"3 - Administration of justice","Judicial Department (D)","2014-00-114-0219-000-01-07-EE-KN-V","Administration of Justice$NULL$Legal Advisers and Counsels$Public  Prosecutor.$NULL$Salaries$House Rent Allowance","ন্যায় প্ৰশাসন$NULL$আাইন উপদেষ্টা আাৰু পৰামৰ্শ দাতা$NULL$NULL$দৰমহা$ঘৰ ভাড়া ভাত্তা","Administration of Justice","NULL","Legal Advisers and Counsels","Public  Prosecutor.","NULL","Salaries","House Rent Allowance","Establishmet Expenditure","Karbi Anglong Non-entrusted","Voted",0,0.5,0.5,0.6
"3 - Administration of justice","Judicial Department (D)","2014-00-114-0219-000-01-08-EE-KN-V","Administration of Justice$NULL$Legal Advisers and Counsels$Public  Prosecutor.$NULL$Salaries$Medical Reimbursement","ন্যায় প্ৰশাসন$NULL$আাইন উপদেষ্টা আাৰু পৰামৰ্শ দাতা$NULL$NULL$দৰমহা$চিকিৎসাজনিত ব্যয় পৰিশোধ","Administration of Justice","NULL","Legal Advisers and Counsels","Public  Prosecutor.","NULL","Salaries","Medical Reimbursement","Establishmet Expenditure","Karbi Anglong Non-entrusted","Voted",0,0.1,0.1,0.1
"3 - Administration of justice","Judicial Department (D)","2014-00-114-0219-000-01-11-EE-KN-V","Administration of Justice$NULL$Legal Advisers and Counsels$Public  Prosecutor.$NULL$Salaries$Dearness Pay","ন্যায় প্ৰশাসন$NULL$আাইন উপদেষ্টা আাৰু পৰামৰ্শ দাতা$NULL$NULL$দৰমহা$মৰগীয়া দৰমহা","Administration of Justice","NULL","Legal Advisers and Counsels","Public  Prosecutor.","NULL","Salaries","Dearness Pay","Establishmet Expenditure","Karbi Anglong Non-entrusted","Voted",0,1,1,1
"3 - Administration of justice","Judicial Department (D)","2014-00-114-0219-000-01-16-EE-KN-V","Administration of Justice$NULL$Legal Advisers and Counsels$Public  Prosecutor.$NULL$Salaries$Fixed Pay","ন্যায় প্ৰশাসন$NULL$আাইন উপদেষ্টা আাৰু পৰামৰ্শ দাতা$NULL$NULL$দৰমহা$নিৰ্দ্ধাৰিত দৰমহা","Administration of Justice","NULL","Legal Advisers and Counsels","Public  Prosecutor.","NULL","Salaries","Fixed Pay","Establishmet Expenditure","Karbi Anglong Non-entrusted","Voted",0,7,7,7.5
"3 - Administration of justice","Judicial Department (D)","2014-00-114-0219-000-03-00-EE-KN-V","Administration of Justice$NULL$Legal Advisers and Counsels$Public  Prosecutor.$NULL$Travel Expenses$NULL","ন্যায় প্ৰশাসন$NULL$আাইন উপদেষ্টা আাৰু পৰামৰ্শ দাতা$NULL$NULL$ ভ্ৰমণ খৰচ$NULL","Administration of Justice","NULL","Legal Advisers and Counsels","Public  Prosecutor.","NULL","Travel Expenses","NULL","Establishmet Expenditure","Karbi Anglong Non-entrusted","Voted",0,0.3,0.3,0
"3 - Administration of justice","Judicial Department (D)","2014-00-114-0219-000-04-99-EE-KN-V","Administration of Justice$NULL$Legal Advisers and Counsels$Public  Prosecutor.$NULL$Office Expenses$Others","ন্যায় প্ৰশাসন$NULL$আাইন উপদেষ্টা আাৰু পৰামৰ্শ দাতা$NULL$NULL$কাৰ্য্যালয় ব্যয়$অন্যান্য","Administration of Justice","NULL","Legal Advisers and Counsels","Public  Prosecutor.","NULL","Office Expenses","Others","Establishmet Expenditure","Karbi Anglong Non-entrusted","Voted",0,0.7,0.7,0.77
"3 - Administration of justice","Judicial Department (D)","2014-00-114-0168-000-01-01-EE-NN-V","Administration of Justice$NULL$Legal Advisers and Counsels$Government Pleader$NULL$Salaries$Pay","ন্যায় প্ৰশাসন$NULL$আাইন উপদেষ্টা আাৰু পৰামৰ্শ দাতা$NULL$NULL$দৰমহা$দৰমহা","Administration of Justice","NULL","Legal Advisers and Counsels","Government Pleader","NULL","Salaries","Pay","Establishmet Expenditure","North Cachar Non-entrusted","Voted",3.22,1.5,1.5,4
"3 - Administration of justice","Judicial Department (D)","2014-00-114-0168-000-01-02-EE-NN-V","Administration of Justice$NULL$Legal Advisers and Counsels$Government Pleader$NULL$Salaries$Dearness Allowance","ন্যায় প্ৰশাসন$NULL$আাইন উপদেষ্টা আাৰু পৰামৰ্শ দাতা$NULL$NULL$দৰমহা$মৰগীয়া বানচ","Administration of Justice","NULL","Legal Advisers and Counsels","Government Pleader","NULL","Salaries","Dearness Allowance","Establishmet Expenditure","North Cachar Non-entrusted","Voted",0,2,2,0.5
"3 - Administration of justice","Judicial Department (D)","2014-00-114-0168-000-01-05-EE-NN-V","Administration of Justice$NULL$Legal Advisers and Counsels$Government Pleader$NULL$Salaries$Leave Travel Concession","ন্যায় প্ৰশাসন$NULL$আাইন উপদেষ্টা আাৰু পৰামৰ্শ দাতা$NULL$NULL$দৰমহা$ছুটী কালীন ভ্ৰমণ ৰেহাই","Administration of Justice","NULL","Legal Advisers and Counsels","Government Pleader","NULL","Salaries","Leave Travel Concession","Establishmet Expenditure","North Cachar Non-entrusted","Voted",0,0,0,0.05
"3 - Administration of justice","Judicial Department (D)","2014-00-114-0168-000-01-07-EE-NN-V","Administration of Justice$NULL$Legal Advisers and Counsels$Government Pleader$NULL$Salaries$House Rent Allowance","ন্যায় প্ৰশাসন$NULL$আাইন উপদেষ্টা আাৰু পৰামৰ্শ দাতা$NULL$NULL$দৰমহা$ঘৰ ভাড়া ভাত্তা","Administration of Justice","NULL","Legal Advisers and Counsels","Government Pleader","NULL","Salaries","House Rent Allowance","Establishmet Expenditure","North Cachar Non-entrusted","Voted",0,0.7,0.7,0.77
"3 - Administration of justice","Judicial Department (D)","2014-00-114-0168-000-01-08-EE-NN-V","Administration of Justice$NULL$Legal Advisers and Counsels$Government Pleader$NULL$Salaries$Medical Reimbursement","ন্যায় প্ৰশাসন$NULL$আাইন উপদেষ্টা আাৰু পৰামৰ্শ দাতা$NULL$NULL$দৰমহা$চিকিৎসাজনিত ব্যয় পৰিশোধ","Administration of Justice","NULL","Legal Advisers and Counsels","Government Pleader","NULL","Salaries","Medical Reimbursement","Establishmet Expenditure","North Cachar Non-entrusted","Voted",0,0,0,0.05
"3 - Administration of justice","Judicial Department (D)","2014-00-114-0168-000-03-00-EE-NN-V","Administration of Justice$NULL$Legal Advisers and Counsels$Government Pleader$NULL$Travel Expenses$NULL","ন্যায় প্ৰশাসন$NULL$আাইন উপদেষ্টা আাৰু পৰামৰ্শ দাতা$NULL$NULL$ ভ্ৰমণ খৰচ$NULL","Administration of Justice","NULL","Legal Advisers and Counsels","Government Pleader","NULL","Travel Expenses","NULL","Establishmet Expenditure","North Cachar Non-entrusted","Voted",0,0.8,0.8,0
"3 - Administration of justice","Judicial Department (D)","2014-00-114-0168-000-04-99-EE-NN-V","Administration of Justice$NULL$Legal Advisers and Counsels$Government Pleader$NULL$Office Expenses$Others","ন্যায় প্ৰশাসন$NULL$আাইন উপদেষ্টা আাৰু পৰামৰ্শ দাতা$NULL$NULL$কাৰ্য্যালয় ব্যয়$অন্যান্য","Administration of Justice","NULL","Legal Advisers and Counsels","Government Pleader","NULL","Office Expenses","Others","Establishmet Expenditure","North Cachar Non-entrusted","Voted",0,1.5,1.5,1.6
"3 - Administration of justice","Judicial Department (D)","2014-00-114-0219-000-01-01-EE-NN-V","Administration of Justice$NULL$Legal Advisers and Counsels$Public  Prosecutor.$NULL$Salaries$Pay","ন্যায় প্ৰশাসন$NULL$আাইন উপদেষ্টা আাৰু পৰামৰ্শ দাতা$NULL$NULL$দৰমহা$দৰমহা","Administration of Justice","NULL","Legal Advisers and Counsels","Public  Prosecutor.","NULL","Salaries","Pay","Establishmet Expenditure","North Cachar Non-entrusted","Voted",0.96,3.5,3.5,8
"3 - Administration of justice","Judicial Department (D)","2014-00-114-0219-000-01-02-EE-NN-V","Administration of Justice$NULL$Legal Advisers and Counsels$Public  Prosecutor.$NULL$Salaries$Dearness Allowance","ন্যায় প্ৰশাসন$NULL$আাইন উপদেষ্টা আাৰু পৰামৰ্শ দাতা$NULL$NULL$দৰমহা$মৰগীয়া বানচ","Administration of Justice","NULL","Legal Advisers and Counsels","Public  Prosecutor.","NULL","Salaries","Dearness Allowance","Establishmet Expenditure","North Cachar Non-entrusted","Voted",0,4.6,4.6,1
"3 - Administration of justice","Judicial Department (D)","2014-00-114-0219-000-01-05-EE-NN-V","Administration of Justice$NULL$Legal Advisers and Counsels$Public  Prosecutor.$NULL$Salaries$Leave Travel Concession","ন্যায় প্ৰশাসন$NULL$আাইন উপদেষ্টা আাৰু পৰামৰ্শ দাতা$NULL$NULL$দৰমহা$ছুটী কালীন ভ্ৰমণ ৰেহাই","Administration of Justice","NULL","Legal Advisers and Counsels","Public  Prosecutor.","NULL","Salaries","Leave Travel Concession","Establishmet Expenditure","North Cachar Non-entrusted","Voted",0,0,0,0.1
